2026-05-15T12:14:45,3.4,1764,7941,0,1,100.00,6,0.0,0
2026-05-15T12:14:51,1.8,1771,7941,0,1,100.00,1,0.0,0
2026-05-15T12:14:56,2.0,1764,7941,0,1,100.00,6,0.0,0
2026-05-15T12:15:01,1.7,1770,7941,0,1,100.00,1,0.0,0
2026-05-15T12:15:07,3.1,1772,7941,0,1,100.00,6,0.0,0
2026-05-15T12:15:12,2.1,1769,7941,0,1,100.00,1,0.0,0
2026-05-15T12:15:17,2.0,1772,7941,0,1,100.00,6,0.0,0
2026-05-15T12:15:23,1.8,1765,7941,0,1,100.00,1,0.0,0
2026-05-15T12:15:28,2.0,1767,7941,0,1,100.00,6,0.0,0
2026-05-15T12:15:33,1.8,1770,7941,0,1,100.00,1,0.0,0
2026-05-15T12:15:38,2.1,1775,7941,0,1,100.00,6,0.0,0
2026-05-15T12:15:44,1.7,1770,7941,0,1,100.00,1,0.0,0
2026-05-15T12:15:49,2.1,1770,7941,0,1,100.00,6,0.0,0
2026-05-15T12:15:54,2.2,1775,7941,0,1,100.00,7,0.0,0
2026-05-15T12:15:59,1.8,1770,7941,0,1,100.00,1,0.0,0
2026-05-15T12:16:04,1.9,1767,7941,0,1,100.00,6,0.0,0
2026-05-15T12:16:10,1.7,1773,7941,0,1,100.00,1,0.0,0
2026-05-15T12:16:15,2.5,1764,7941,0,1,100.00,6,0.0,0
2026-05-15T12:16:20,1.8,1765,7941,0,1,100.00,1,0.0,0
2026-05-15T12:16:25,2.2,1765,7941,0,1,100.00,6,0.0,0
2026-05-15T12:16:31,1.7,1771,7941,0,1,100.00,1,0.0,0
2026-05-15T12:16:36,2.0,1769,7941,0,1,100.00,6,0.0,0
2026-05-15T12:16:41,1.7,1764,7941,0,1,100.00,1,0.0,0
2026-05-15T12:16:46,2.2,1764,7941,0,1,100.00,6,0.0,0
2026-05-15T12:16:52,1.9,1774,7941,0,1,100.00,1,0.0,0
2026-05-15T12:16:57,2.1,1762,7941,0,1,100.00,6,0.0,0
2026-05-15T12:17:02,1.7,1763,7941,0,1,100.00,1,0.0,0
2026-05-15T12:17:07,2.2,1767,7941,0,1,100.00,6,0.0,0
2026-05-15T12:17:13,1.8,1774,7941,0,1,100.00,1,0.0,0
2026-05-15T12:17:18,2.2,1768,7941,0,1,100.00,6,0.0,0
2026-05-15T12:17:23,1.6,1767,7941,0,1,100.00,1,0.0,0
2026-05-15T12:17:28,2.2,1755,7941,0,1,100.00,6,0.0,0
2026-05-15T12:17:34,2.0,1763,7941,0,1,100.00,2,0.0,0
2026-05-15T12:17:39,2.4,1765,7941,0,1,100.00,5,0.0,0
2026-05-15T12:17:44,2.3,1760,7941,0,1,100.00,6,0.0,0
2026-05-15T12:17:49,1.6,1765,7941,0,1,100.00,1,0.0,0
2026-05-15T12:17:55,2.0,1764,7941,0,1,100.00,7,0.0,0
2026-05-15T12:18:00,1.9,1773,7941,0,1,100.00,1,0.0,0
2026-05-15T12:18:05,2.3,1761,7941,0,1,100.00,6,0.0,0
2026-05-15T12:18:10,3.0,1761,7941,0,1,100.00,1,0.0,0
2026-05-15T12:18:16,3.6,1769,7941,0,1,100.00,6,0.0,0
2026-05-15T12:18:21,2.1,1768,7941,0,1,100.00,1,0.0,0
2026-05-15T12:18:26,2.1,1760,7941,0,1,100.00,6,0.0,0
2026-05-15T12:18:31,1.7,1762,7941,0,1,100.00,1,0.0,0
2026-05-15T12:18:37,2.2,1771,7941,0,1,100.00,6,0.0,0
2026-05-15T12:18:42,1.8,1766,7941,0,1,100.00,1,0.0,0
2026-05-15T12:18:47,2.6,1759,7941,0,1,100.00,6,0.0,0
2026-05-15T12:18:52,1.8,1762,7941,0,1,100.00,1,0.0,0
2026-05-15T12:18:58,2.3,1761,7941,0,1,100.00,6,0.0,0
2026-05-15T12:19:03,1.9,1767,7941,0,1,100.00,1,0.0,0
2026-05-15T12:19:08,2.6,1766,7941,0,1,100.00,6,0.0,0
2026-05-15T12:19:13,2.0,1769,7941,0,1,100.00,1,0.0,0
2026-05-15T12:19:19,2.3,1767,7941,0,1,100.00,6,0.0,0
2026-05-15T12:19:24,2.1,1762,7941,0,1,100.00,6,0.0,0
2026-05-15T12:19:29,1.8,1765,7941,0,1,100.00,1,0.0,0
2026-05-15T12:19:34,2.0,1760,7941,0,1,100.00,6,0.0,0
2026-05-15T12:19:40,1.9,1763,7941,0,1,100.00,1,0.0,0
2026-05-15T12:19:45,1.9,1761,7941,0,1,100.00,6,0.0,0
2026-05-15T12:19:50,1.9,1756,7941,0,1,100.00,1,0.0,0
2026-05-15T12:19:55,2.2,1768,7941,0,1,100.00,7,0.0,0
2026-05-15T12:20:01,1.9,1766,7941,0,1,100.00,1,0.0,0
2026-05-15T12:20:06,2.8,1766,7941,0,1,100.00,6,0.0,0
2026-05-15T12:20:11,2.4,1761,7941,0,1,100.00,1,0.0,0
2026-05-15T12:20:17,3.0,1761,7941,0,1,100.00,6,0.0,0
2026-05-15T12:20:22,2.3,1761,7941,0,1,100.00,1,0.0,0
2026-05-15T12:20:27,2.5,1769,7941,0,1,100.00,6,0.0,0
2026-05-15T12:20:32,1.7,1769,7941,0,1,100.00,1,0.0,0
2026-05-15T12:20:38,2.3,1769,7941,0,1,100.00,6,0.0,0
2026-05-15T12:20:43,2.1,1762,7941,0,1,100.00,1,0.0,0
2026-05-15T12:20:48,2.1,1765,7941,0,1,100.00,6,0.0,0
2026-05-15T12:20:53,1.8,1768,7941,0,1,100.00,1,0.0,0
2026-05-15T12:20:59,2.1,1764,7941,0,1,100.00,6,0.0,0
2026-05-15T12:21:04,2.0,1768,7941,0,1,100.00,6,0.0,0
2026-05-15T12:21:09,1.9,1765,7941,0,1,100.00,1,0.0,0
2026-05-15T12:21:14,2.1,1764,7941,0,1,100.00,6,0.0,0
2026-05-15T12:21:20,1.9,1767,7941,0,1,100.00,1,0.0,0
2026-05-15T12:21:25,2.0,1771,7941,0,1,100.00,6,0.0,0
2026-05-15T12:21:30,1.6,1768,7941,0,1,100.00,1,0.0,0
2026-05-15T12:21:35,1.9,1768,7941,0,1,100.00,6,0.0,0
2026-05-15T12:21:41,1.7,1773,7941,0,1,100.00,1,0.0,0
2026-05-15T12:21:46,2.5,1774,7941,0,1,100.00,6,0.0,0
2026-05-15T12:21:51,2.0,1766,7941,0,1,100.00,1,0.0,0
2026-05-15T12:21:56,2.2,1764,7941,0,1,100.00,6,0.0,0
2026-05-15T12:22:02,1.9,1772,7941,0,1,100.00,1,0.0,0
2026-05-15T12:22:07,2.3,1768,7941,0,1,100.00,6,0.0,0
2026-05-15T12:22:12,1.9,1761,7941,0,1,100.00,1,0.0,0
2026-05-15T12:22:17,2.2,1764,7941,0,1,100.00,6,0.0,0
2026-05-15T12:22:23,2.0,1767,7941,0,1,100.00,1,0.0,0
2026-05-15T12:22:28,2.2,1761,7941,0,1,100.00,6,0.0,0
2026-05-15T12:22:33,2.0,1765,7941,0,1,100.00,1,0.0,0
2026-05-15T12:22:38,1.9,1765,7941,0,1,100.00,6,0.0,0
2026-05-15T12:22:44,2.1,1768,7941,0,1,100.00,1,0.0,0
2026-05-15T12:22:49,1.9,1766,7941,0,1,100.00,6,0.0,0
2026-05-15T12:22:54,2.1,1764,7941,0,1,100.00,7,0.0,0
2026-05-15T12:22:59,1.6,1767,7941,0,1,100.00,1,0.0,0
2026-05-15T12:23:04,2.1,1763,7941,0,1,100.00,6,0.0,0
2026-05-15T12:23:10,1.7,1763,7941,0,1,100.00,1,0.0,0
2026-05-15T12:23:15,1.9,1765,7941,0,1,100.00,6,0.0,0
2026-05-15T12:23:20,2.2,1762,7941,0,1,100.00,1,0.0,0
2026-05-15T12:23:25,1.8,1764,7941,0,1,100.00,6,0.0,0
2026-05-15T12:23:31,1.6,1766,7941,0,1,100.00,1,0.0,0
2026-05-15T12:23:36,2.8,1763,7941,0,1,100.00,6,0.0,0
2026-05-15T12:23:41,1.5,1768,7941,0,1,100.00,1,0.0,0
2026-05-15T12:23:46,2.1,1756,7941,0,1,100.00,6,0.0,0
2026-05-15T12:23:51,1.8,1766,7941,0,1,100.00,1,0.0,0
2026-05-15T12:23:57,2.1,1762,7941,0,1,100.00,6,0.0,0
2026-05-15T12:24:02,1.7,1765,7941,0,1,100.00,1,0.0,0
2026-05-15T12:24:07,2.3,1766,7941,0,1,100.00,6,0.0,0
2026-05-15T12:24:13,1.7,1763,7941,0,1,100.00,1,0.0,0
2026-05-15T12:24:18,1.8,1762,7941,0,1,100.00,6,0.0,0
2026-05-15T12:24:23,2.0,1780,7941,0,1,100.00,1,0.0,0
2026-05-15T12:24:28,1.9,1756,7941,0,1,100.00,6,0.0,0
2026-05-15T12:24:33,1.9,1758,7941,0,1,100.00,1,0.0,0
2026-05-15T12:24:39,2.1,1758,7941,0,1,100.00,6,0.0,0
2026-05-15T12:24:44,2.2,1760,7941,0,1,100.00,6,0.0,0
